epoch,train_class_accuracy,train_class_accuracy_h1,train_class_accuracy_h2,train_class_accuracy_h3,train_class_accuracy_h4,train_classification_loss,train_loss,train_price_mae,train_regression_loss,train_steps,val_class_accuracy,val_class_accuracy_h1,val_class_accuracy_h2,val_class_accuracy_h3,val_class_accuracy_h4,val_classification_loss,val_loss,val_price_mae,val_regression_loss,val_steps
1,0.2578125,0.1875,0.25,0.28125,0.3125,1.2401814460754395,28762.736328125,135.78640747070312,28761.49609375,1,0.22929687425494194,0.11093750037252903,0.22968750074505806,0.3062499985098839,0.27031250298023224,1.3064813315868378,367231.22265625,279.13904571533203,367229.919921875,4
